Sample time,Sample number,Sample type,tellurium_total_ugL-1,terbium_total_ugL-1,thallium_total_ugL-1,tin_total_ugL-1,titanium_total_ugL-1,tungsten_total_ugL-1,uranium_total_ugL-1,vanadium_total_ugL-1,ytterbium_total_ugL-1,yttrium_total_ugL-1
2013-08-26 15:15,13PY005935,1,,,0.008,0.014,,0.006,0.273,2.02,,0.553
2013-09-09 15:22,13PY005975,1,,,0.009,0.009,,0.011,0.268,1.37,,0.344
2013-10-07 19:00,13PY006043,1,,,0.007,0.012,,0.008,0.265,0.841,,0.184
2013-10-21 15:05,13PY006072,1,,,0.006,0.008,,0.01,0.279,0.905,,0.226
2013-11-04 15:58,13PY006129,1,,,0.006,0.011,,0.006,0.304,1.07,,0.237
2014-01-08 19:20,14PY005100,1,,,0.007,0.008,,0.007,0.273,0.921,,0.251
2014-01-22 19:33,14PY005141,1,,,0.004,0.009,,0.004,0.295,0.733,,0.166
2014-02-05 19:15,14PY005159,1,,,0.003,0.015,,0.009,0.318,0.5,,0.098
2014-02-19 18:35,14PY005216,1,,,0.006,0.016,,0.009,0.334,0.701,,0.14
2014-03-10 16:20,14PY005237,1,,,0.005,0.009,,0.008,0.33,0.908,,0.166
2014-03-24 16:10,14PY005263,1,,,0.007,0.016,,0.012,0.344,0.975,,0.21
2014-04-07 16:15,14PY005289,1,,,0.006,0.017,,0.008,0.372,1.06,,0.256
2014-04-21 16:17,14PY005325,1,,,0.099,0.02,,0.009,0.848,25,,7.74
2014-05-05 16:15,14PY005442,1,,,0.099,0.016,,0.009,0.78,23.5,,6.97
2014-05-20 20:00,15PY005046,1,,,0.061,0.011,,0.007,0.546,17.4,,4.67
2014-06-02 20:00,15PY005061,1,,,0.027,0.009,,0.008,0.336,5.93,,1.79
2014-06-17 16:05,14PY005594,1,,,0.017,0.008,,0.004,0.29,4.11,,1.22
2014-07-15 16:06,15PY005090,1,,,0.013,0.019,,0.006,0.261,2.54,,0.713
2014-07-28 16:05,14PY005606,1,,,0.024,0.008,,0.003,0.347,5.15,,1.32
2014-08-11 16:10,14PY005617,1,,,0.013,0.01,,0.008,0.259,2.32,,0.558
2014-08-25 16:20,14PY005735,1,,,0.014,0.005,,0.011,0.307,2.69,,0.665
2014-09-08 16:10,14PY005762,1,,,0.012,0.005,,0.002,0.288,2.18,,0.784
2014-09-24 16:10,14PY005815,1,,,0.009,0.01,,0.013,0.309,1.2,,0.239
2014-10-06 16:10,14PY005847,1,,,0.007,0.005,,0.006,0.324,0.844,,0.243
2014-10-20 16:05,14PY005899,1,,,0.014,0.005,,0.005,0.287,2.2,,0.693
2014-11-03 16:52,14PY005938,1,,,0.012,0.01,,0.006,0.286,2.62,,0.533
2014-11-17 16:20,14PY005984,1,,,0.008,0.006,,0.007,0.302,1.2,,0.372
2014-12-03 16:10,15PY005113,1,,,0.006,0.006,,0.008,0.317,0.689,,0.168
2015-01-13 16:35,15PY005210,1,,,0.005,0.009,,0.009,0.31,0.548,,0.128
2015-01-27 17:10,15PY005253,1,,,0.007,0.006,,0.006,0.287,1.17,,0.272
2015-02-11 16:05,15PY005447,1,,,0.01,0.007,,0.008,0.272,1.72,,0.488
2015-02-23 16:31,15PY005483,1,,,0.012,0.008,,0.005,0.318,2.29,,0.632
2015-03-09 16:40,15PY005533,1,,,0.004,0.007,,0.006,0.331,0.896,,0.216
2015-03-23 16:15,15PY005575,1,,,0.03,0.011,,0.007,0.372,6.72,,2.03
2015-04-07 16:27,15PY005794,1,,,0.03,0.026,,0.008,0.382,7.31,,2.21
2015-04-21 16:28,15PY005852,1,,,0.013,0.008,,0.006,0.319,3.36,,0.906
2015-04-27 18:25,15PY005864,1,,,0.024,0.008,,0.005,0.33,5.87,,1.87
2015-05-19 16:35,15PY006009,1,,,0.026,0.045,,40.8,0.334,5.64,,2.16
2015-05-25 18:11,15PY006034,1,,,0.041,0.012,,0.006,0.384,9.36,,3.06
2015-06-15 18:50,16PY005093,1,,,0.023,0.019,,0.009,0.284,4.63,,1.44
2015-07-06 18:35,16PY005140,1,,,0.017,0.077,,190,0.282,3.37,,0.86
2015-07-22 16:20,16PY005191,1,,,0.014,0.011,,0.011,0.253,2.66,,0.678
2015-08-05 16:30,16PY005219,1,,,0.011,0.007,,0.007,0.285,1.84,,0.551
2015-08-17 18:40,16PY005245,1,,,0.011,0.009,,0.008,0.278,1.96,,0.479
2015-09-02 16:45,16PY005279,1,,,0.013,0.008,,0.01,0.289,2.47,,0.441
2015-09-16 16:25,16PY005309,1,,,0.01,0.009,,0.006,0.311,1.94,,0.503
2015-09-30 16:15,16PY005347,1,,,0.012,0.01,,0.006,0.336,2.11,,0.67
2015-10-14 16:25,16PY005382,1,,,0.007,0.007,,0.007,0.313,1.08,,0.273
2015-10-28 16:35,16PY005473,1,,,0.009,0.01,,0.008,0.325,1,,0.28
2015-11-23 17:27,16PY005527,1,,,0.005,0.013,,0.025,0.31,0.843,,0.219
2015-12-03 16:25,16PY005557,1,,,0.005,0.011,,0.007,0.352,0.754,,0.169
2015-12-21 17:50,16PY005609,1,,,0.005,0.02,,0.016,0.328,0.656,,0.144
2016-01-18 18:15,16PY005662,1,,,0.004,0.014,,0.014,0.328,0.55,,0.111
2016-02-10 16:50,16PY005716,1,,,0.006,0.012,,0.007,0.323,1.09,,0.255
2016-02-24 17:05,16PY005760,1,,,0.016,0.014,,0.01,0.361,3.64,,0.818
2016-03-09 16:50,16PY005796,1,,,0.026,0.019,,0.008,0.424,5.76,,1.45
2016-03-23 16:45,16PY005845,1,,,0.009,0.008,,0.009,0.339,2.01,,0.497
2016-04-04 18:10,16PY005880,1,,,0.018,0.013,69.7,0.007,0.327,4.94,,1.16
2016-04-20 15:30,16PY005924,1,,,0.016,0.009,54,0.008,0.305,3.92,,0.993
2016-05-11 16:25,16PY005967,1,,,0.014,0.01,46.2,0.007,0.29,3.22,,0.929
2016-05-25 16:45,16PY006002,1,,,0.009,0.006,29.5,0.008,0.27,2.14,,0.626
2016-06-08 16:25,16PY006036,1,,,0.013,0.008,49.6,0.007,0.29,3.18,,0.826
2016-06-20 19:18,16PY006214,1,,,0.014,0.009,36.6,0.008,0.278,2.63,,0.893
2016-06-29 16:25,16PY006263,1,,,0.009,0.026,34.7,39.3,0.245,2.15,,0.495
2016-07-13 16:25,16PY006076,1,,,0.012,0.006,39.6,0.008,0.274,2.76,,0.76
2016-07-27 16:45,16PY006113,1,,,0.013,0.008,31.9,0.009,0.26,2.42,,0.762
2016-08-10 16:30,16PY006152,1,,,0.013,0.009,32,0.008,0.282,2.31,,0.72
2016-08-24 16:20,16PY006190,1,,,0.009,0.009,26.8,0.01,0.266,1.66,,0.423
2016-09-21 16:30,17PY005065,1,,,0.013,0.01,27.9,0.007,0.323,2.18,,0.622
2016-10-12 16:40,17PY005109,1,,,0.006,0.014,13,0.007,0.306,1.1,,0.289
2016-10-26 16:37,17PY005146,1,,,0.01,0.005,20.7,0.008,0.276,1.81,,0.654
2016-11-07 17:25,17PY005172,1,,,0.006,0.01,17,0.006,0.266,1.29,,0.356
2016-11-23 15:45,17PY005224,1,,,0.009,0.005,19.5,0.007,0.298,1.49,,0.446
2016-12-07 20:05,17PY005249,1,,,0.007,0.005,14.5,0.008,0.302,1.26,,0.301
2017-01-25 15:52,17PY005421,1,,,0.005,0.011,5.42,0.009,0.335,0.66,,0.165
2017-03-15 16:18,17PY005613,1,,,0.011,0.016,39,0.016,0.338,2.64,,0.455
2017-03-22 16:15,17PY005627,1,,,0.007,0.01,18,0.008,0.336,1.56,,0.327
2017-03-27 16:00,17PY005638,1,,,0.008,0.011,19.4,0.008,0.338,1.65,,0.348
2017-04-19 16:20,17PY005684,1,,,0.019,0.013,50.9,0.006,0.37,4.46,,1.33
2017-05-10 16:44,17PY005765,1,,,0.063,0.013,237,0.008,0.631,17.7,,4.66
2017-05-31 16:00,17PY005919,1,,,0.031,0.014,135,0.012,0.462,9.75,,2.65
2017-06-21 15:08,17PY006001,1,,,0.018,0.009,73.2,0.006,0.308,4.81,,1.2
2017-07-12 15:15,17PY006146,1,,,0.012,0.011,50.8,0.008,0.39,2.96,,0.724
2017-10-12 15:36,17PY006485,1,,,0.005,0.019,6.91,0.006,0.32,0.69,,0.16
2017-10-25 15:15,17PY006565,1,,,0.018,0.008,49.4,0.005,0.329,3.57,,1.22
2017-11-08 16:34,17PY006593,1,,,0.005,0.005,14.3,0.005,0.286,1.1,,0.287
2017-12-06 16:20,18PY005029,1,,,0.005,0.005,10.1,0.007,0.287,0.87,,0.224
2017-12-18 21:09,18PY005079,1,,,0.004,0.016,8.22,0.014,0.283,0.84,,0.198
2018-01-31 16:10,18PY005949,1,,,0.005,0.008,13.1,0.009,0.308,0.92,,0.17
2018-03-22 16:28,18PY005543,1,,,0.005,0.01,8.74,0.01,0.37,0.89,,0.188
2018-08-09 16:15,18PY006058,1,,,0.017,0.015,46,0.008,0.283,2.67,,0.665
2018-08-14 16:15,18PY006069,1,,,0.012,0.008,49,0.007,0.275,2.75,,0.623
2018-10-11 18:15,18PY006320,1,,,0.006,0.012,9.59,0.008,0.341,0.97,,0.24
2018-10-24 15:20,18PY006339,1,,,0.004,0.012,5.54,0.008,0.328,0.6,,0.112
2018-11-07 16:31,18PY006368,1,,,0.018,0.019,66.9,0.006,0.383,4.53,,1.08
2018-11-21 16:25,18PY006429,1,,,0.006,0.008,16.5,0.008,0.33,1.25,,0.272
2018-12-05 16:58,19PY000008,1,,,0.007,0.029,21.1,0.007,0.321,1.66,,0.41
2018-12-19 16:20,19PY000036,1,,,0.006,0.01,23.6,0.008,0.31,1.55,,0.306
2019-01-24 16:25,20PY000149,1,,,0.003,0.007,3.88,0.009,0.351,0.56,,0.103
2019-04-08 19:48,19PY000383,1,,,0.066,0.017,233,0.008,0.588,16.9,,4.34
2019-05-14 19:20,19PY000557,1,,,0.051,0.019,195,0.008,0.5,12.8,,3.58
2019-06-06 21:15,19PY000628,1,,,0.036,0.014,150,0.017,0.387,8.71,,2.49
2019-07-04 19:50,19PY000759,1,,,0.018,0.01,76.8,0.008,0.313,4.2,,1.06
2019-08-14 18:40,19PY000875,1,,,0.016,0.012,67.3,0.007,0.295,3.82,,0.963
2019-09-12 20:00,19PY000987,1,0.02,0.022,0.013,0.015,41.7,0.01,0.316,2.32,0.047,0.562
2019-10-08 19:00,19PY001049,1,0.02,0.016,0.007,0.013,28.9,0.006,0.301,1.78,0.036,0.433
2019-11-20 18:00,19PY001341,1,0.02,0.134,0.049,0.032,179,0.01,0.486,11.8,0.3,3.51
2019-12-17 19:15,20PY000053,1,0.02,0.01,0.006,0.027,15.9,0.008,0.34,1.16,0.024,0.274
2020-01-21 19:45,20PY000143,1,0.02,0.007,0.005,0.028,10.7,0.012,0.399,0.95,0.018,0.208
2020-02-11 18:15,20PY000181,1,0.02,0.01,0.006,0.036,16.4,0.01,0.35,1.22,0.019,0.268
2020-03-12 18:15,20PY000293,1,0.02,0.008,0.005,0.007,16.2,0.01,0.389,1.24,0.02,0.245
2021-06-16 20:24,21PY000469,1,,,0.032,0.03,166,0.014,0.318,8.8,,1.86
2021-07-12 20:12,21PY000618,1,,,0.029,0.01,103,0.006,0.352,6.74,,1.7
2021-08-04 18:55,21PY000688,1,,,0.019,0.01,67.1,0.006,0.267,4.66,,1.16
2021-09-16 17:40,21PY000806,1,,,0.008,0.01,24.1,0.017,0.305,1.64,,0.407
2021-10-13 19:20,21PY000867,1,,,0.008,0.02,22.2,0.036,0.299,1.44,,0.324
2021-12-07 20:40,21PY001029,1,,,0.023,0.02,168,0.029,0.386,8.69,,1.75
